        time            i            I
   17.883333     0.045975       68.568
   17.885000     0.045974       68.573
   17.886667     0.045973       68.577
   17.888333     0.045973       68.582
   17.890000     0.045972       68.587
   17.891667     0.045971       68.591
   17.893333     0.045970       68.596
   17.895000     0.045970       68.600
   17.896667     0.045969       68.605
   17.898333     0.045968       68.610
   17.900000     0.045967       68.614
   17.901667     0.045967       68.619
   17.903333     0.045966       68.623
   17.905000     0.045965       68.628
   17.906667     0.045964       68.633
   17.908333     0.045963       68.637
   17.910000     0.045963       68.642
   17.911667     0.045962       68.646
   17.913333     0.045961       68.651
   17.915000     0.045960       68.656
   17.916667     0.045960       68.660
   17.918333     0.045959       68.665
   17.920000     0.045958       68.669
   17.921667     0.045957       68.674
   17.923333     0.045957       68.679
   17.925000     0.045956       68.683
   17.926667     0.045955       68.688
   17.928333     0.045954       68.692
   17.930000     0.045954       68.697
   17.931667     0.045953       68.702
   17.933333     0.045952       68.706
   17.935000     0.045951       68.711
   17.936667     0.045951       68.715
   17.938333     0.045950       68.720
   17.940000     0.045949       68.725
   17.941667     0.045948       68.729
   17.943333     0.045948       68.734
   17.945000     0.045947       68.738
   17.946667     0.045946       68.743
   17.948333     0.045945       68.748
   17.950000     0.045945       68.752
   17.951667     0.045944       68.757
   17.953333     0.045943       68.761
   17.955000     0.045942       68.766
   17.956667     0.045942       68.771
   17.958333     0.045941       68.775
   17.960000     0.045940       68.780
   17.961667     0.045939       68.784
   17.963333     0.045939       68.789
   17.965000     0.045938       68.793
   17.966667     0.045937       68.798
   17.968333     0.045936       68.803
   17.970000     0.045936       68.807
   17.971667     0.045935       68.812
   17.973333     0.045934       68.816
   17.975000     0.045933       68.821
   17.976667     0.045933       68.826
   17.978333     0.045932       68.830
   17.980000     0.045931       68.835
   17.981667     0.045930       68.839
   17.983333     0.045930       68.844
   17.985000     0.045929       68.849
   17.986667     0.045928       68.853
   17.988333     0.045927       68.858
   17.990000     0.045927       68.862
   17.991667     0.045926       68.867
   17.993333     0.045925       68.872
   17.995000     0.045924       68.876
   17.996667     0.045924       68.881
   17.998333     0.045923       68.885
   18.000000     0.045922       68.890
   18.001667     0.045921       68.895
   18.003333     0.045921       68.899
   18.005000     0.045920       68.904
   18.006667     0.045919       68.908
   18.008333     0.045918       68.913
   18.010000     0.045918       68.917
   18.011667     0.045917       68.922
   18.013333     0.045916       68.927
   18.015000     0.045915       68.931
   18.016667     0.045915       68.936
   18.018333     0.045914       68.940
   18.020000     0.045913       68.945
   18.021667     0.045912       68.950
   18.023333     0.045912       68.954
   18.025000     0.045911       68.959
   18.026667     0.045910       68.963
   18.028333     0.045909       68.968
   18.030000     0.045909       68.973
   18.031667     0.045908       68.977
   18.033333     0.045907       68.982
   18.035000     0.045906       68.986
   18.036667     0.045906       68.991
   18.038333     0.045905       68.996
   18.040000     0.045904       69.000
   18.041667     0.045903       69.005
   18.043333     0.045903       69.009
   18.045000     0.045902       69.014
   18.046667     0.045901       69.018
   18.048333     0.045900       69.023
   18.050000     0.045900       69.028
   18.051667     0.045899       69.032
   18.053333     0.045898       69.037
   18.055000     0.045897       69.041
   18.056667     0.045897       69.046
   18.058333     0.045896       69.051
   18.060000     0.045895       69.055
   18.061667     0.045894       69.060
   18.063333     0.045894       69.064
   18.065000     0.045893       69.069
   18.066667     0.045892       69.074
   18.068333     0.045891       69.078
   18.070000     0.045891       69.083
   18.071667     0.045890       69.087
   18.073333     0.045889       69.092
   18.075000     0.045888       69.097
   18.076667     0.045888       69.101
   18.078333     0.045887       69.106
   18.080000     0.045886       69.110
   18.081667     0.045885       69.115
   18.083333     0.045885       69.119
   18.085000     0.045884       69.124
   18.086667     0.045883       69.129
   18.088333     0.045882       69.133
   18.090000     0.045882       69.138
   18.091667     0.045881       69.142
   18.093333     0.045880       69.147
   18.095000     0.045879       69.152
   18.096667     0.045879       69.156
   18.098333     0.045878       69.161
   18.100000     0.045877       69.165
   18.101667     0.045876       69.170
   18.103333     0.045876       69.175
   18.105000     0.045875       69.179
   18.106667     0.045874       69.184
   18.108333     0.045874       69.188
   18.110000     0.045873       69.193
   18.111667     0.045872       69.197
   18.113333     0.045871       69.202
   18.115000     0.045871       69.207
   18.116667     0.045870       69.211
   18.118333     0.045869       69.216
   18.120000     0.045868       69.220
   18.121667     0.045868       69.225
   18.123333     0.045867       69.230
   18.125000     0.045866       69.234
   18.126667     0.045865       69.239
   18.128333     0.045865       69.243
   18.130000     0.045864       69.248
   18.131667     0.045863       69.252
   18.133333     0.045862       69.257
   18.135000     0.045862       69.262
   18.136667     0.045861       69.266
   18.138333     0.045860       69.271
   18.140000     0.045859       69.275
   18.141667     0.045859       69.280
   18.143333     0.045858       69.285
   18.145000     0.045857       69.289
   18.146667     0.045856       69.294
   18.148333     0.045856       69.298
   18.150000     0.045855       69.303
   18.151667     0.045854       69.308
   18.153333     0.045853       69.312
   18.155000     0.045853       69.317
   18.156667     0.045852       69.321
   18.158333     0.045851       69.326
   18.160000     0.045851       69.330
   18.161667     0.045850       69.335
   18.163333     0.045849       69.340
   18.165000     0.045848       69.344
   18.166667     0.045848       69.349
   18.168333     0.045847       69.353
   18.170000     0.045846       69.358
   18.171667     0.045845       69.363
   18.173333     0.045845       69.367
   18.175000     0.045844       69.372
   18.176667     0.045843       69.376
   18.178333     0.045842       69.381
   18.180000     0.045842       69.385
   18.181667     0.045841       69.390
   18.183333     0.045840       69.395
   18.185000     0.045839       69.399
   18.186667     0.045839       69.404
   18.188333     0.045838       69.408
   18.190000     0.045837       69.413
   18.191667     0.045836       69.418
   18.193333     0.045836       69.422
   18.195000     0.045835       69.427
   18.196667     0.045834       69.431
   18.198333     0.045834       69.436
   18.200000     0.045833       69.440
   18.201667     0.045832       69.445
   18.203333     0.045831       69.450
   18.205000     0.045831       69.454
   18.206667     0.045830       69.459
   18.208333     0.045829       69.463
   18.210000     0.045828       69.468
   18.211667     0.045828       69.473
   18.213333     0.045827       69.477
   18.215000     0.045826       69.482
   18.216667     0.045825       69.486
   18.218333     0.045825       69.491
   18.220000     0.045824       69.495
   18.221667     0.045823       69.500
   18.223333     0.045823       69.505
   18.225000     0.045822       69.509
   18.226667     0.045821       69.514
   18.228333     0.045820       69.518
   18.230000     0.045820       69.523
   18.231667     0.045819       69.528
   18.233333     0.045818       69.532
   18.235000     0.045817       69.537
   18.236667     0.045817       69.541
   18.238333     0.045816       69.546
   18.240000     0.045815       69.550
   18.241667     0.045814       69.555
   18.243333     0.045814       69.560
   18.245000     0.045813       69.564
   18.246667     0.045812       69.569
   18.248333     0.045811       69.573
   18.250000     0.045811       69.578
   18.251667     0.045810       69.583
